,Domain,Variance,Mean,One_minus_Mean,Position,Gene
40,WHCoV_35earlyB_sz44_nsp3_3224_3289,1.6719532330227625e-05,0.9716650049850457,0.02833499501495429,3224,nsp3
41,WHCoV_35earlyB_sz44_nsp3_3290_3421,4.936024415710553e-05,0.9985803016858918,0.0014196983141081532,3290,nsp3
42,WHCoV_35earlyB_sz44_nsp3_3356_3487,0.0,1.0,0.0,3356,nsp3
43,WHCoV_35earlyB_sz44_nsp3_3422_3553,1.146349487364713e-05,0.9995211786372008,0.00047882136279919774,3422,nsp3
44,WHCoV_35earlyB_sz44_nsp3_3488_3619,7.4484456755925354e-06,0.9996140350877192,0.00038596491228082286,3488,nsp3
45,WHCoV_35earlyB_sz44_nsp3_3554_3685,6.32548937942523e-05,0.9983928571428572,0.001607142857142807,3554,nsp3
46,WHCoV_35earlyB_sz44_nsp3_3620_3751,4.268717078273856e-05,0.9986797502230153,0.0013202497769847499,3620,nsp3
47,WHCoV_35earlyB_sz44_nsp3_3686_3817,0.0,1.0,0.0,3686,nsp3
48,WHCoV_35earlyB_sz44_nsp3_3752_3883,0.0,1.0,0.0,3752,nsp3
49,WHCoV_35earlyB_sz44_nsp3_3818_3949,0.0,1.0,0.0,3818,nsp3
50,WHCoV_35earlyB_sz44_nsp3_3884_4015,0.0,1.0,0.0,3884,nsp3
51,WHCoV_35earlyB_sz44_nsp3_3950_4081,0.0,1.0,0.0,3950,nsp3
52,WHCoV_35earlyB_sz44_nsp3_4016_4147,0.0,1.0,0.0,4016,nsp3
53,WHCoV_35earlyB_sz44_nsp3_4082_4213,0.0,1.0,0.0,4082,nsp3
54,WHCoV_35earlyB_sz44_nsp3_4148_4279,0.0,1.0,0.0,4148,nsp3
55,WHCoV_35earlyB_sz44_nsp3_4214_4345,0.0,1.0,0.0,4214,nsp3
56,WHCoV_35earlyB_sz44_nsp3_4280_4411,0.0,1.0,0.0,4280,nsp3
57,WHCoV_35earlyB_sz44_nsp3_4346_4477,0.0,1.0,0.0,4346,nsp3
58,WHCoV_35earlyB_sz44_nsp3_4412_4543,0.0,1.0,0.0,4412,nsp3
59,WHCoV_35earlyB_sz44_nsp3_4478_4609,0.0,1.0,0.0,4478,nsp3
60,WHCoV_35earlyB_sz44_nsp3_4544_4675,0.0,1.0,0.0,4544,nsp3
61,WHCoV_35earlyB_sz44_nsp3_4610_4741,0.0,1.0,0.0,4610,nsp3
62,WHCoV_35earlyB_sz44_nsp3_4676_4807,0.0,1.0,0.0,4676,nsp3
63,WHCoV_35earlyB_sz44_nsp3_4742_4873,0.0,1.0,0.0,4742,nsp3
64,WHCoV_35earlyB_sz44_nsp3_4808_4939,0.0,1.0,0.0,4808,nsp3
65,WHCoV_35earlyB_sz44_nsp3_4874_5005,0.0,1.0,0.0,4874,nsp3
66,WHCoV_35earlyB_sz44_nsp3_4940_5071,0.0,1.0,0.0,4940,nsp3
67,WHCoV_35earlyB_sz44_nsp3_5006_5137,0.0,1.0,0.0,5006,nsp3
68,WHCoV_35earlyB_sz44_nsp3_5072_5203,0.0,1.0,0.0,5072,nsp3
69,WHCoV_35earlyB_sz44_nsp3_5138_5269,2.0601260043827774e-05,0.9993581081081081,0.0006418918918918992,5138,nsp3
70,WHCoV_35earlyB_sz44_nsp3_5204_5335,1.5378654307675207e-05,0.9994454072790294,0.0005545927209705814,5204,nsp3
71,WHCoV_35earlyB_sz44_nsp3_5270_5401,1.2935148543847006e-05,0.9750772025431419,0.024922797456858103,5270,nsp3
72,WHCoV_35earlyB_sz44_nsp3_5336_5467,1.6642011834319675e-05,0.9717307692307696,0.02826923076923038,5336,nsp3
73,WHCoV_35earlyB_sz44_nsp3_5402_5533,0.0,1.0,0.0,5402,nsp3
74,WHCoV_35earlyB_sz44_nsp3_5468_5599,0.0,1.0,0.0,5468,nsp3
75,WHCoV_35earlyB_sz44_nsp3_5534_5665,0.0,1.0,0.0,5534,nsp3
76,WHCoV_35earlyB_sz44_nsp3_5600_5731,0.0,1.0,0.0,5600,nsp3
77,WHCoV_35earlyB_sz44_nsp3_5666_5797,3.640112290183923e-05,0.9991467576791808,0.0008532423208191808,5666,nsp3
78,WHCoV_35earlyB_sz44_nsp3_5732_5863,3.154969778505532e-05,0.9992056487202118,0.0007943512797882191,5732,nsp3
79,WHCoV_35earlyB_sz44_nsp3_5798_5929,0.0,1.0,0.0,5798,nsp3
80,WHCoV_35earlyB_sz44_nsp3_5864_5995,0.0,1.0,0.0,5864,nsp3
81,WHCoV_35earlyB_sz44_nsp3_5930_6061,0.0,1.0,0.0,5930,nsp3
82,WHCoV_35earlyB_sz44_nsp3_5996_6127,0.0,1.0,0.0,5996,nsp3
83,WHCoV_35earlyB_sz44_nsp3_6062_6193,0.0,1.0,0.0,6062,nsp3
84,WHCoV_35earlyB_sz44_nsp3_6128_6259,1.790958274799692e-05,0.9993838028169013,0.0006161971830986879,6128,nsp3
85,WHCoV_35earlyB_sz44_nsp3_6194_6325,1.4867311948229013e-05,0.9994547053649956,0.0005452946350044119,6194,nsp3
86,WHCoV_35earlyB_sz44_nsp3_6260_6391,0.0,1.0,0.0,6260,nsp3
87,WHCoV_35earlyB_sz44_nsp3_6326_6457,0.0,1.0,0.0,6326,nsp3
88,WHCoV_35earlyB_sz44_nsp3_6392_6523,0.0,1.0,0.0,6392,nsp3
89,WHCoV_35earlyB_sz44_nsp3_6458_6589,0.0,1.0,0.0,6458,nsp3
90,WHCoV_35earlyB_sz44_nsp3_6524_6655,0.0,1.0,0.0,6524,nsp3
91,WHCoV_35earlyB_sz44_nsp3_6590_6721,0.0,1.0,0.0,6590,nsp3
92,WHCoV_35earlyB_sz44_nsp3_6656_6787,0.0,1.0,0.0,6656,nsp3
93,WHCoV_35earlyB_sz44_nsp3_6722_6853,0.0,1.0,0.0,6722,nsp3
94,WHCoV_35earlyB_sz44_nsp3_7052_7183,0.0,1.0,0.0,7052,nsp3
95,WHCoV_35earlyB_sz44_nsp3_7118_7249,0.0,1.0,0.0,7118,nsp3
96,WHCoV_35earlyB_sz44_nsp3_7184_7315,0.0,1.0,0.0,7184,nsp3
97,WHCoV_35earlyB_sz44_nsp3_7250_7381,0.0,1.0,0.0,7250,nsp3
98,WHCoV_35earlyB_sz44_nsp3_7316_7447,0.0,1.0,0.0,7316,nsp3
99,WHCoV_35earlyB_sz44_nsp3_7382_7513,0.0,1.0,0.0,7382,nsp3
100,WHCoV_35earlyB_sz44_nsp3_7448_7579,0.0,1.0,0.0,7448,nsp3
101,WHCoV_35earlyB_sz44_nsp3_7514_7645,0.0,1.0,0.0,7514,nsp3
102,WHCoV_35earlyB_sz44_nsp3_7580_7711,0.0,1.0,0.0,7580,nsp3
103,WHCoV_35earlyB_sz44_nsp3_7646_7777,0.0,1.0,0.0,7646,nsp3
104,WHCoV_35earlyB_sz44_nsp3_7712_7843,0.0,1.0,0.0,7712,nsp3
105,WHCoV_35earlyB_sz44_nsp3_7778_7909,0.0,1.0,0.0,7778,nsp3
106,WHCoV_35earlyB_sz44_nsp3_7910_8041,0.0,1.0,0.0,7910,nsp3
107,WHCoV_35earlyB_sz44_nsp3_7976_8107,0.0,1.0,0.0,7976,nsp3
108,WHCoV_35earlyB_sz44_nsp3_8042_8173,0.0,1.0,0.0,8042,nsp3
109,WHCoV_35earlyB_sz44_nsp3_8108_8239,0.0,1.0,0.0,8108,nsp3
110,WHCoV_35earlyB_sz44_nsp3_8174_8305,0.0,1.0,0.0,8174,nsp3
111,WHCoV_35earlyB_sz44_nsp3_8240_8371,0.0,1.0,0.0,8240,nsp3
112,WHCoV_35earlyB_sz44_nsp3_8372_8503,0.0,1.0,0.0,8372,nsp3
113,WHCoV_35earlyB_sz44_nsp4_8570_8701,7.338060971444513e-05,0.9975521305530372,0.002447869446962847,8570,nsp4
114,WHCoV_35earlyB_sz44_nsp4_8636_8767,0.0,1.0,0.0,8636,nsp4
115,WHCoV_35earlyB_sz44_nsp4_8702_8833,0.0,1.0,0.0,8702,nsp4
116,WHCoV_35earlyB_sz44_nsp4_8768_8899,0.0,1.0,0.0,8768,nsp4
117,WHCoV_35earlyB_sz44_nsp4_8834_8965,1.623244866488077e-08,0.999981981981982,1.801801801804004e-05,8834,nsp4
118,WHCoV_35earlyB_sz44_nsp4_8900_9031,0.0,1.0,0.0,8900,nsp4
119,WHCoV_35earlyB_sz44_nsp4_9032_9163,0.0,1.0,0.0,9032,nsp4
120,WHCoV_35earlyB_sz44_nsp4_9098_9229,0.0,1.0,0.0,9098,nsp4
121,WHCoV_35earlyB_sz44_nsp4_9164_9295,0.0,1.0,0.0,9164,nsp4
122,WHCoV_35earlyB_sz44_nsp4_9230_9361,0.0,1.0,0.0,9230,nsp4
123,WHCoV_35earlyB_sz44_nsp4_9296_9427,0.0,1.0,0.0,9296,nsp4
124,WHCoV_35earlyB_sz44_nsp4_9362_9493,0.0,1.0,0.0,9362,nsp4
125,WHCoV_35earlyB_sz44_nsp4_9428_9559,0.0,1.0,0.0,9428,nsp4
126,WHCoV_35earlyB_sz44_nsp4_9560_9691,0.0,1.0,0.0,9560,nsp4
127,WHCoV_35earlyB_sz44_nsp4_9626_9757,1.9427037202379786e-05,0.9993766696349065,0.000623330365093544,9626,nsp4
128,WHCoV_35earlyB_sz44_nsp4_9692_9823,8.510124876832417e-06,0.9995874439461884,0.0004125560538116302,9692,nsp4
129,WHCoV_35earlyB_sz44_nsp4_9758_9889,0.0,1.0,0.0,9758,nsp4
130,WHCoV_35earlyB_sz44_nsp4_9824_9955,0.0,1.0,0.0,9824,nsp4
131,WHCoV_35earlyB_sz44_nsp4_9890_10021,0.0,1.0,0.0,9890,nsp4
132,WHCoV_35earlyB_sz44_nsp53Cpro_10088_10219,0.0,1.0,0.0,10088,nsp53Cpro
133,WHCoV_35earlyB_sz44_nsp53Cpro_10154_10285,7.083474502784727e-06,0.9996236099230111,0.00037639007698886395,10154,nsp53Cpro
134,WHCoV_35earlyB_sz44_nsp53Cpro_10220_10351,6.7041195370357625e-06,0.999633827375763,0.00036617262423699337,10220,nsp53Cpro
135,WHCoV_35earlyB_sz44_nsp53Cpro_10286_10417,0.0,1.0,0.0,10286,nsp53Cpro
136,WHCoV_35earlyB_sz44_nsp53Cpro_10352_10483,0.0,1.0,0.0,10352,nsp53Cpro
137,WHCoV_35earlyB_sz44_nsp53Cpro_10418_10549,3.839409076416218e-05,0.9991237113402062,0.0008762886597938335,10418,nsp53Cpro
138,WHCoV_35earlyB_sz44_nsp53Cpro_10484_10615,4.598630748193434e-05,0.9990409764603314,0.0009590235396685909,10484,nsp53Cpro
139,WHCoV_35earlyB_sz44_nsp53Cpro_10550_10681,0.0,1.0,0.0,10550,nsp53Cpro
140,WHCoV_35earlyB_sz44_nsp53Cpro_10616_10747,0.0,1.0,0.0,10616,nsp53Cpro
141,WHCoV_35earlyB_sz44_nsp53Cpro_10682_10813,0.0,1.0,0.0,10682,nsp53Cpro
142,WHCoV_35earlyB_sz44_nsp53Cpro_10748_10879,1.5443490723092938e-08,0.999982425307557,1.757469244301202e-05,10748,nsp53Cpro
143,WHCoV_35earlyB_sz44_nsp53Cpro_10814_10945,0.0,1.0,0.0,10814,nsp53Cpro
144,WHCoV_35earlyB_sz44_nsp6TM_11063_11143,0.0,1.0,0.0,11063,nsp6TM
145,WHCoV_35earlyB_sz44_nsp6TM_11078_11209,3.1189990412307347e-06,0.9997502401536984,0.0002497598463016004,11078,nsp6TM
146,WHCoV_35earlyB_sz44_nsp6TM_11144_11275,1.9884749614479374e-05,0.9993693693693695,0.0006306306306305132,11144,nsp6TM
147,WHCoV_35earlyB_sz44_nsp6TM_11210_11341,0.000717504327169468,0.8143806104129259,0.18561938958707414,11210,nsp6TM
148,WHCoV_35earlyB_sz44_nsp6TM_11276_11407,0.0006191156135877952,0.827576301615799,0.17242369838420102,11276,nsp6TM
149,WHCoV_35earlyB_sz44_nsp6TM_11342_11473,0.0,1.0,0.0,11342,nsp6TM
150,WHCoV_35earlyB_sz44_nsp6TM_11408_11539,0.0,1.0,0.0,11408,nsp6TM
151,WHCoV_35earlyB_sz44_nsp6TM_11474_11605,0.0,1.0,0.0,11474,nsp6TM
152,WHCoV_35earlyB_sz44_nsp6TM_11540_11671,0.0,1.0,0.0,11540,nsp6TM
153,WHCoV_35earlyB_sz44_nsp6TM_11606_11737,0.0,1.0,0.0,11606,nsp6TM
154,WHCoV_35earlyB_sz44_nsp7_11921_12001,0.0,1.0,0.0,11921,nsp7
155,WHCoV_35earlyB_sz44_nsp7_11936_12067,0.0,1.0,0.0,11936,nsp7
156,WHCoV_35earlyB_sz44_nsp8Rep_12134_12265,1.7364820637003913e-05,0.9994106813996316,0.0005893186003683715,12134,nsp8Rep
157,WHCoV_35earlyB_sz44_nsp8Rep_12200_12331,0.0,1.0,0.0,12200,nsp8Rep
158,WHCoV_35earlyB_sz44_nsp8Rep_12266_12397,0.0,1.0,0.0,12266,nsp8Rep
159,WHCoV_35earlyB_sz44_nsp8Rep_12332_12463,0.0,1.0,0.0,12332,nsp8Rep
160,WHCoV_35earlyB_sz44_nsp8Rep_12398_12529,0.0,1.0,0.0,12398,nsp8Rep
161,WHCoV_35earlyB_sz44_nsp8Rep_12464_12595,0.0,1.0,0.0,12464,nsp8Rep
162,WHCoV_35earlyB_sz44_nsp8Rep_12530_12661,0.0,1.0,0.0,12530,nsp8Rep
163,WHCoV_35earlyB_sz44_nsp9RNAbp_12728_12859,1.0036484628923065e-05,0.9995519713261649,0.00044802867383508804,12728,nsp9RNAbp
164,WHCoV_35earlyB_sz44_nsp9RNAbp_12794_12925,1.0421476257610906e-05,0.9995434591747148,0.0004565408252852343,12794,nsp9RNAbp
165,WHCoV_35earlyB_sz44_nsp9RNAbp_12860_12991,0.0,1.0,0.0,12860,nsp9RNAbp
166,WHCoV_35earlyB_sz44_nsp10CysHis_13058_13189,3.932771121170006e-06,0.9997195442594216,0.0002804557405784447,13058,nsp10CysHis
167,WHCoV_35earlyB_sz44_nsp10CysHis_13124_13255,0.0,1.0,0.0,13124,nsp10CysHis
168,WHCoV_35earlyB_sz44_nsp10CysHis_13190_13321,0.0,1.0,0.0,13190,nsp10CysHis
169,WHCoV_35earlyB_sz44_nsp10CysHis_13256_13387,0.0,1.0,0.0,13256,nsp10CysHis
170,WHCoV_35earlyB_sz44_RDRP_13516_13647,0.0,1.0,0.0,13516,RDRP
171,WHCoV_35earlyB_sz44_RDRP_13582_13713,0.0,1.0,0.0,13582,RDRP
172,WHCoV_35earlyB_sz44_RDRP_13648_13779,0.0,1.0,0.0,13648,RDRP
173,WHCoV_35earlyB_sz44_RDRP_13714_13845,0.0,1.0,0.0,13714,RDRP
174,WHCoV_35earlyB_sz44_RDRP_13780_13911,0.0,1.0,0.0,13780,RDRP
175,WHCoV_35earlyB_sz44_RDRP_13846_13977,0.0,1.0,0.0,13846,RDRP
176,WHCoV_35earlyB_sz44_RDRP_13912_14043,0.0,1.0,0.0,13912,RDRP
177,WHCoV_35earlyB_sz44_RDRP_13978_14109,0.0,1.0,0.0,13978,RDRP
178,WHCoV_35earlyB_sz44_RDRP_14044_14175,5.0996803755810664e-05,0.998990081154193,0.001009918845807034,14044,RDRP
179,WHCoV_35earlyB_sz44_RDRP_14110_14241,4.8838806912346025e-05,0.9990116801437557,0.0009883198562442574,14110,RDRP
180,WHCoV_35earlyB_sz44_RDRP_14176_14307,0.0,1.0,0.0,14176,RDRP
181,WHCoV_35earlyB_sz44_RDRP_14242_14373,0.0,1.0,0.0,14242,RDRP
182,WHCoV_35earlyB_sz44_RDRP_14308_14439,3.6031257836798496e-05,0.9584040747028861,0.04159592529711387,14308,RDRP
183,WHCoV_35earlyB_sz44_RDRP_14374_14505,4.41658657923003e-05,0.9539473684210538,0.046052631578946235,14374,RDRP
184,WHCoV_35earlyB_sz44_RDRP_14440_14571,0.0,1.0,0.0,14440,RDRP
185,WHCoV_35earlyB_sz44_RDRP_14506_14637,0.0,1.0,0.0,14506,RDRP
186,WHCoV_35earlyB_sz44_RDRP_14572_14703,0.0,1.0,0.0,14572,RDRP
187,WHCoV_35earlyB_sz44_RDRP_14638_14769,0.0,1.0,0.0,14638,RDRP
188,WHCoV_35earlyB_sz44_RDRP_14704_14835,0.0,1.0,0.0,14704,RDRP
189,WHCoV_35earlyB_sz44_RDRP_14770_14901,0.0,1.0,0.0,14770,RDRP
190,WHCoV_35earlyB_sz44_RDRP_14836_14967,0.0,1.0,0.0,14836,RDRP
191,WHCoV_35earlyB_sz44_RDRP_14902_15033,0.0,1.0,0.0,14902,RDRP
192,WHCoV_35earlyB_sz44_RDRP_14968_15099,0.0,1.0,0.0,14968,RDRP
193,WHCoV_35earlyB_sz44_RDRP_15034_15165,0.0,1.0,0.0,15034,RDRP
194,WHCoV_35earlyB_sz44_RDRP_15100_15231,0.0,1.0,0.0,15100,RDRP
195,WHCoV_35earlyB_sz44_RDRP_15166_15297,0.0,1.0,0.0,15166,RDRP
196,WHCoV_35earlyB_sz44_RDRP_15232_15363,0.0,1.0,0.0,15232,RDRP
197,WHCoV_35earlyB_sz44_RDRP_15298_15429,0.0,1.0,0.0,15298,RDRP
198,WHCoV_35earlyB_sz44_RDRP_15364_15495,0.0,1.0,0.0,15364,RDRP
199,WHCoV_35earlyB_sz44_RDRP_15430_15561,0.0,1.0,0.0,15430,RDRP
200,WHCoV_35earlyB_sz44_RDRP_15496_15627,0.0,1.0,0.0,15496,RDRP
201,WHCoV_35earlyB_sz44_RDRP_15562_15693,0.0,1.0,0.0,15562,RDRP
202,WHCoV_35earlyB_sz44_RDRP_15628_15759,0.0,1.0,0.0,15628,RDRP
203,WHCoV_35earlyB_sz44_RDRP_15694_15825,0.0,1.0,0.0,15694,RDRP
204,WHCoV_35earlyB_sz44_RDRP_15760_15891,0.0,1.0,0.0,15760,RDRP
205,WHCoV_35earlyB_sz44_RDRP_15826_15957,0.0,1.0,0.0,15826,RDRP
206,WHCoV_35earlyB_sz44_RDRP_15892_16023,0.0,1.0,0.0,15892,RDRP
207,WHCoV_35earlyB_sz44_RDRP_15958_16089,1.5965120097579248e-05,0.9994349315068493,0.0005650684931507444,15958,RDRP
208,WHCoV_35earlyB_sz44_RDRP_16024_16155,1.2674213927469188e-05,0.9994965277777778,0.0005034722222222454,16024,RDRP
209,WHCoV_35earlyB_sz44_RDRP_16090_16221,0.0,1.0,0.0,16090,RDRP
210,WHCoV_35earlyB_sz44_nsp13hel_16288_16419,0.0,1.0,0.0,16288,nsp13hel
211,WHCoV_35earlyB_sz44_nsp13hel_16354_16485,0.0,1.0,0.0,16354,nsp13hel
212,WHCoV_35earlyB_sz44_nsp13hel_16420_16551,0.0,1.0,0.0,16420,nsp13hel
213,WHCoV_35earlyB_sz44_nsp13hel_16486_16617,0.0,1.0,0.0,16486,nsp13hel
214,WHCoV_35earlyB_sz44_nsp13hel_16552_16683,0.0,1.0,0.0,16552,nsp13hel
215,WHCoV_35earlyB_sz44_nsp13hel_16618_16749,0.0,1.0,0.0,16618,nsp13hel
216,WHCoV_35earlyB_sz44_nsp13hel_16684_16815,0.0,1.0,0.0,16684,nsp13hel
217,WHCoV_35earlyB_sz44_nsp13hel_16750_16881,0.0,1.0,0.0,16750,nsp13hel
218,WHCoV_35earlyB_sz44_nsp13hel_16816_16947,0.0,1.0,0.0,16816,nsp13hel
219,WHCoV_35earlyB_sz44_nsp13hel_16882_17013,0.0,1.0,0.0,16882,nsp13hel
220,WHCoV_35earlyB_sz44_nsp13hel_16948_17079,0.0,1.0,0.0,16948,nsp13hel
221,WHCoV_35earlyB_sz44_nsp13hel_17014_17145,0.0,1.0,0.0,17014,nsp13hel
222,WHCoV_35earlyB_sz44_nsp13hel_17080_17211,0.0,1.0,0.0,17080,nsp13hel
223,WHCoV_35earlyB_sz44_nsp13hel_17146_17277,0.0,1.0,0.0,17146,nsp13hel
224,WHCoV_35earlyB_sz44_nsp13hel_17212_17343,0.0,1.0,0.0,17212,nsp13hel
225,WHCoV_35earlyB_sz44_nsp13hel_17278_17409,0.0,1.0,0.0,17278,nsp13hel
226,WHCoV_35earlyB_sz44_nsp13hel_17344_17475,0.0,1.0,0.0,17344,nsp13hel
227,WHCoV_35earlyB_sz44_nsp13hel_17410_17541,0.0,1.0,0.0,17410,nsp13hel
228,WHCoV_35earlyB_sz44_nsp13hel_17476_17607,0.0,1.0,0.0,17476,nsp13hel
229,WHCoV_35earlyB_sz44_nsp13hel_17542_17673,5.328730992512962e-05,0.9959390862944162,0.004060913705583813,17542,nsp13hel
230,WHCoV_35earlyB_sz44_nsp13hel_17608_17739,7.107248567683443e-05,0.9953101104502974,0.004689889549702619,17608,nsp13hel
231,WHCoV_35earlyB_sz44_nsp13hel_17674_17805,0.0,1.0,0.0,17674,nsp13hel
232,WHCoV_35earlyB_sz44_nsp13hel_17740_17871,0.0,1.0,0.0,17740,nsp13hel
233,WHCoV_35earlyB_sz44_nsp13hel_17806_17937,0.0,1.0,0.0,17806,nsp13hel
234,WHCoV_35earlyB_sz44_nsp13hel_17872_18003,0.0,1.0,0.0,17872,nsp13hel
235,WHCoV_35earlyB_sz44_nsp14ExoN_18070_18201,0.0,1.0,0.0,18070,nsp14ExoN
236,WHCoV_35earlyB_sz44_nsp14ExoN_18136_18267,0.0,1.0,0.0,18136,nsp14ExoN
237,WHCoV_35earlyB_sz44_nsp14ExoN_18202_18333,0.0,1.0,0.0,18202,nsp14ExoN
238,WHCoV_35earlyB_sz44_nsp14ExoN_18268_18399,1.2086445837229313e-05,0.9995083406496927,0.0004916593503072608,18268,nsp14ExoN
239,WHCoV_35earlyB_sz44_nsp14ExoN_18334_18465,1.6987335808441328e-05,0.9994171220400729,0.0005828779599270639,18334,nsp14ExoN
240,WHCoV_35earlyB_sz44_nsp14ExoN_18400_18531,0.0,1.0,0.0,18400,nsp14ExoN
241,WHCoV_35earlyB_sz44_nsp14ExoN_18466_18597,0.0,1.0,0.0,18466,nsp14ExoN
242,WHCoV_35earlyB_sz44_nsp14ExoN_18532_18663,0.0,1.0,0.0,18532,nsp14ExoN
243,WHCoV_35earlyB_sz44_nsp14ExoN_18598_18729,0.0,1.0,0.0,18598,nsp14ExoN
244,WHCoV_35earlyB_sz44_nsp14ExoN_18664_18795,0.0,1.0,0.0,18664,nsp14ExoN
245,WHCoV_35earlyB_sz44_nsp14ExoN_18730_18861,0.0,1.0,0.0,18730,nsp14ExoN
246,WHCoV_35earlyB_sz44_nsp14ExoN_18796_18927,0.0,1.0,0.0,18796,nsp14ExoN
247,WHCoV_35earlyB_sz44_nsp14ExoN_18862_18993,0.0,1.0,0.0,18862,nsp14ExoN
248,WHCoV_35earlyB_sz44_nsp14ExoN_18928_19059,0.0,1.0,0.0,18928,nsp14ExoN
249,WHCoV_35earlyB_sz44_nsp14ExoN_18994_19125,0.0,1.0,0.0,18994,nsp14ExoN
250,WHCoV_35earlyB_sz44_nsp14ExoN_19060_19191,0.0,1.0,0.0,19060,nsp14ExoN
251,WHCoV_35earlyB_sz44_nsp14ExoN_19126_19257,0.0,1.0,0.0,19126,nsp14ExoN
252,WHCoV_35earlyB_sz44_nsp14ExoN_19192_19323,0.0,1.0,0.0,19192,nsp14ExoN
253,WHCoV_35earlyB_sz44_nsp14ExoN_19258_19389,0.0,1.0,0.0,19258,nsp14ExoN
254,WHCoV_35earlyB_sz44_nsp14ExoN_19324_19455,0.0,1.0,0.0,19324,nsp14ExoN
255,WHCoV_35earlyB_sz44_nsp14ExoN_19390_19521,0.0,1.0,0.0,19390,nsp14ExoN
