,Domain,Variance,Mean,One_minus_Mean,Position,Gene
42,WHCoV_35earlyB_sz44_nsp3_3356_3487,0.0,1.0,0.0,3356,nsp3
43,WHCoV_35earlyB_sz44_nsp3_3422_3553,0.0,1.0,0.0,3422,nsp3
44,WHCoV_35earlyB_sz44_nsp3_3488_3619,0.0,1.0,0.0,3488,nsp3
45,WHCoV_35earlyB_sz44_nsp3_3554_3685,0.0,1.0,0.0,3554,nsp3
46,WHCoV_35earlyB_sz44_nsp3_3620_3751,0.0,1.0,0.0,3620,nsp3
47,WHCoV_35earlyB_sz44_nsp3_3686_3817,0.0,1.0,0.0,3686,nsp3
48,WHCoV_35earlyB_sz44_nsp3_3752_3883,3.4467859547950415e-05,0.9588952440922841,0.041104755907715895,3752,nsp3
49,WHCoV_35earlyB_sz44_nsp3_3818_3949,2.6949411531417958e-05,0.9636537541846005,0.03634624581539947,3818,nsp3
50,WHCoV_35earlyB_sz44_nsp3_3884_4015,0.0,1.0,0.0,3884,nsp3
51,WHCoV_35earlyB_sz44_nsp3_3950_4081,0.0,1.0,0.0,3950,nsp3
52,WHCoV_35earlyB_sz44_nsp3_4016_4147,0.0,1.0,0.0,4016,nsp3
53,WHCoV_35earlyB_sz44_nsp3_4082_4213,0.0,1.0,0.0,4082,nsp3
54,WHCoV_35earlyB_sz44_nsp3_4148_4279,0.0,1.0,0.0,4148,nsp3
55,WHCoV_35earlyB_sz44_nsp3_4214_4345,0.0,1.0,0.0,4214,nsp3
56,WHCoV_35earlyB_sz44_nsp3_4280_4411,0.0,1.0,0.0,4280,nsp3
57,WHCoV_35earlyB_sz44_nsp3_4346_4477,0.0,1.0,0.0,4346,nsp3
58,WHCoV_35earlyB_sz44_nsp3_4412_4543,0.0,1.0,0.0,4412,nsp3
59,WHCoV_35earlyB_sz44_nsp3_4478_4609,0.0,1.0,0.0,4478,nsp3
60,WHCoV_35earlyB_sz44_nsp3_4544_4675,0.0,1.0,0.0,4544,nsp3
61,WHCoV_35earlyB_sz44_nsp3_4610_4741,0.0,1.0,0.0,4610,nsp3
62,WHCoV_35earlyB_sz44_nsp3_4676_4807,0.0,1.0,0.0,4676,nsp3
63,WHCoV_35earlyB_sz44_nsp3_4742_4873,0.0,1.0,0.0,4742,nsp3
64,WHCoV_35earlyB_sz44_nsp3_4808_4939,0.0,1.0,0.0,4808,nsp3
65,WHCoV_35earlyB_sz44_nsp3_4874_5005,0.0,1.0,0.0,4874,nsp3
66,WHCoV_35earlyB_sz44_nsp3_4940_5071,0.0,1.0,0.0,4940,nsp3
67,WHCoV_35earlyB_sz44_nsp3_5006_5137,0.0,1.0,0.0,5006,nsp3
68,WHCoV_35earlyB_sz44_nsp3_5072_5203,0.0,1.0,0.0,5072,nsp3
69,WHCoV_35earlyB_sz44_nsp3_5138_5269,0.0,1.0,0.0,5138,nsp3
70,WHCoV_35earlyB_sz44_nsp3_5204_5335,0.0,1.0,0.0,5204,nsp3
71,WHCoV_35earlyB_sz44_nsp3_5270_5401,0.0,1.0,0.0,5270,nsp3
72,WHCoV_35earlyB_sz44_nsp3_5336_5467,0.0,1.0,0.0,5336,nsp3
73,WHCoV_35earlyB_sz44_nsp3_5402_5533,0.0,1.0,0.0,5402,nsp3
74,WHCoV_35earlyB_sz44_nsp3_5468_5599,0.0,1.0,0.0,5468,nsp3
75,WHCoV_35earlyB_sz44_nsp3_5534_5665,2.1546422665400126e-05,0.9675008124796891,0.03249918752031089,5534,nsp3
76,WHCoV_35earlyB_sz44_nsp3_5600_5731,1.3159979554655758e-05,0.9746012394595155,0.02539876054048451,5600,nsp3
77,WHCoV_35earlyB_sz44_nsp3_5666_5797,0.0,1.0,0.0,5666,nsp3
78,WHCoV_35earlyB_sz44_nsp3_5732_5863,0.0,1.0,0.0,5732,nsp3
79,WHCoV_35earlyB_sz44_nsp3_5798_5929,0.0,1.0,0.0,5798,nsp3
80,WHCoV_35earlyB_sz44_nsp3_5864_5995,0.0,1.0,0.0,5864,nsp3
81,WHCoV_35earlyB_sz44_nsp3_5930_6061,0.0,1.0,0.0,5930,nsp3
82,WHCoV_35earlyB_sz44_nsp3_5996_6127,0.0,1.0,0.0,5996,nsp3
83,WHCoV_35earlyB_sz44_nsp3_6062_6193,0.0,1.0,0.0,6062,nsp3
84,WHCoV_35earlyB_sz44_nsp3_6128_6259,1.5194036352883807e-08,0.9999827395747031,1.726042529692773e-05,6128,nsp3
85,WHCoV_35earlyB_sz44_nsp3_6194_6325,0.0,1.0,0.0,6194,nsp3
86,WHCoV_35earlyB_sz44_nsp3_6260_6391,0.0,1.0,0.0,6260,nsp3
87,WHCoV_35earlyB_sz44_nsp3_6326_6457,0.0,1.0,0.0,6326,nsp3
88,WHCoV_35earlyB_sz44_nsp3_6392_6523,0.0,1.0,0.0,6392,nsp3
89,WHCoV_35earlyB_sz44_nsp3_6458_6589,2.302151630133011e-05,0.999328135221627,0.0006718647783729992,6458,nsp3
90,WHCoV_35earlyB_sz44_nsp3_6524_6655,6.542299925954325e-05,0.9979984767167933,0.0020015232832066854,6524,nsp3
91,WHCoV_35earlyB_sz44_nsp3_6590_6721,3.984806982146865e-05,0.9987372408713038,0.0012627591286962225,6590,nsp3
92,WHCoV_35earlyB_sz44_nsp3_6656_6787,0.0,1.0,0.0,6656,nsp3
93,WHCoV_35earlyB_sz44_nsp3_6722_6853,0.0,1.0,0.0,6722,nsp3
94,WHCoV_35earlyB_sz44_nsp3_7052_7183,0.0,1.0,0.0,7052,nsp3
95,WHCoV_35earlyB_sz44_nsp3_7118_7249,0.0,1.0,0.0,7118,nsp3
96,WHCoV_35earlyB_sz44_nsp3_7184_7315,0.0,1.0,0.0,7184,nsp3
97,WHCoV_35earlyB_sz44_nsp3_7250_7381,0.0,1.0,0.0,7250,nsp3
98,WHCoV_35earlyB_sz44_nsp3_7316_7447,0.0,1.0,0.0,7316,nsp3
99,WHCoV_35earlyB_sz44_nsp3_7382_7513,0.0,1.0,0.0,7382,nsp3
100,WHCoV_35earlyB_sz44_nsp3_7448_7579,0.0,1.0,0.0,7448,nsp3
101,WHCoV_35earlyB_sz44_nsp3_7514_7645,0.0,1.0,0.0,7514,nsp3
102,WHCoV_35earlyB_sz44_nsp3_7580_7711,0.0,1.0,0.0,7580,nsp3
103,WHCoV_35earlyB_sz44_nsp3_7646_7777,0.0,1.0,0.0,7646,nsp3
104,WHCoV_35earlyB_sz44_nsp3_7712_7843,0.0,1.0,0.0,7712,nsp3
105,WHCoV_35earlyB_sz44_nsp3_7778_7909,0.0,1.0,0.0,7778,nsp3
106,WHCoV_35earlyB_sz44_nsp3_7910_8041,2.1310299267636233e-05,0.9993535875888816,0.0006464124111184022,7910,nsp3
107,WHCoV_35earlyB_sz44_nsp3_7976_8107,0.0,1.0,0.0,7976,nsp3
108,WHCoV_35earlyB_sz44_nsp3_8042_8173,0.0,1.0,0.0,8042,nsp3
109,WHCoV_35earlyB_sz44_nsp3_8108_8239,0.0,1.0,0.0,8108,nsp3
110,WHCoV_35earlyB_sz44_nsp3_8174_8305,0.0,1.0,0.0,8174,nsp3
111,WHCoV_35earlyB_sz44_nsp3_8240_8371,0.0,1.0,0.0,8240,nsp3
112,WHCoV_35earlyB_sz44_nsp3_8372_8503,0.0,1.0,0.0,8372,nsp3
113,WHCoV_35earlyB_sz44_nsp4_8570_8701,0.0,1.0,0.0,8570,nsp4
114,WHCoV_35earlyB_sz44_nsp4_8636_8767,0.0,1.0,0.0,8636,nsp4
115,WHCoV_35earlyB_sz44_nsp4_8702_8833,0.0,1.0,0.0,8702,nsp4
116,WHCoV_35earlyB_sz44_nsp4_8768_8899,0.0,1.0,0.0,8768,nsp4
117,WHCoV_35earlyB_sz44_nsp4_8834_8965,1.591416535772623e-08,0.9999823352764529,1.7664723547139438e-05,8834,nsp4
118,WHCoV_35earlyB_sz44_nsp4_8900_9031,0.0,1.0,0.0,8900,nsp4
119,WHCoV_35earlyB_sz44_nsp4_9032_9163,0.0,1.0,0.0,9032,nsp4
120,WHCoV_35earlyB_sz44_nsp4_9098_9229,0.0,1.0,0.0,9098,nsp4
121,WHCoV_35earlyB_sz44_nsp4_9164_9295,0.0,1.0,0.0,9164,nsp4
122,WHCoV_35earlyB_sz44_nsp4_9230_9361,0.0,1.0,0.0,9230,nsp4
123,WHCoV_35earlyB_sz44_nsp4_9296_9427,0.0,1.0,0.0,9296,nsp4
124,WHCoV_35earlyB_sz44_nsp4_9362_9493,0.0,1.0,0.0,9362,nsp4
125,WHCoV_35earlyB_sz44_nsp4_9428_9559,0.0,1.0,0.0,9428,nsp4
126,WHCoV_35earlyB_sz44_nsp4_9560_9691,0.0,1.0,0.0,9560,nsp4
127,WHCoV_35earlyB_sz44_nsp4_9626_9757,0.0,1.0,0.0,9626,nsp4
128,WHCoV_35earlyB_sz44_nsp4_9692_9823,0.0,1.0,0.0,9692,nsp4
129,WHCoV_35earlyB_sz44_nsp4_9758_9889,0.0,1.0,0.0,9758,nsp4
130,WHCoV_35earlyB_sz44_nsp4_9824_9955,0.0,1.0,0.0,9824,nsp4
131,WHCoV_35earlyB_sz44_nsp4_9890_10021,0.0,1.0,0.0,9890,nsp4
132,WHCoV_35earlyB_sz44_nsp53Cpro_10088_10219,0.0,1.0,0.0,10088,nsp53Cpro
133,WHCoV_35earlyB_sz44_nsp53Cpro_10154_10285,0.0,1.0,0.0,10154,nsp53Cpro
134,WHCoV_35earlyB_sz44_nsp53Cpro_10220_10351,0.0,1.0,0.0,10220,nsp53Cpro
135,WHCoV_35earlyB_sz44_nsp53Cpro_10286_10417,1.528349751093719e-05,0.9994525729073356,0.0005474270926644209,10286,nsp53Cpro
136,WHCoV_35earlyB_sz44_nsp53Cpro_10352_10483,1.4895851739492804e-05,0.9994595598790765,0.0005404401209234688,10352,nsp53Cpro
137,WHCoV_35earlyB_sz44_nsp53Cpro_10418_10549,0.0,1.0,0.0,10418,nsp53Cpro
138,WHCoV_35earlyB_sz44_nsp53Cpro_10484_10615,0.0,1.0,0.0,10484,nsp53Cpro
139,WHCoV_35earlyB_sz44_nsp53Cpro_10550_10681,0.0,1.0,0.0,10550,nsp53Cpro
140,WHCoV_35earlyB_sz44_nsp53Cpro_10616_10747,0.0,1.0,0.0,10616,nsp53Cpro
141,WHCoV_35earlyB_sz44_nsp53Cpro_10682_10813,0.0,1.0,0.0,10682,nsp53Cpro
142,WHCoV_35earlyB_sz44_nsp53Cpro_10748_10879,1.514067717950289e-08,0.9999827699093697,1.7230090630260264e-05,10748,nsp53Cpro
143,WHCoV_35earlyB_sz44_nsp53Cpro_10814_10945,0.0,1.0,0.0,10814,nsp53Cpro
144,WHCoV_35earlyB_sz44_nsp6TM_11063_11143,0.0,1.0,0.0,11063,nsp6TM
145,WHCoV_35earlyB_sz44_nsp6TM_11078_11209,0.0,1.0,0.0,11078,nsp6TM
146,WHCoV_35earlyB_sz44_nsp6TM_11144_11275,0.0,1.0,0.0,11144,nsp6TM
147,WHCoV_35earlyB_sz44_nsp6TM_11210_11341,0.0007034356148720274,0.8143063329461043,0.18569366705389567,11210,nsp6TM
148,WHCoV_35earlyB_sz44_nsp6TM_11276_11407,0.0006069760917527406,0.827507304537614,0.172492695462386,11276,nsp6TM
149,WHCoV_35earlyB_sz44_nsp6TM_11342_11473,0.0,1.0,0.0,11342,nsp6TM
150,WHCoV_35earlyB_sz44_nsp6TM_11408_11539,0.0,1.0,0.0,11408,nsp6TM
151,WHCoV_35earlyB_sz44_nsp6TM_11474_11605,0.0,1.0,0.0,11474,nsp6TM
152,WHCoV_35earlyB_sz44_nsp6TM_11540_11671,0.0,1.0,0.0,11540,nsp6TM
153,WHCoV_35earlyB_sz44_nsp6TM_11606_11737,0.0,1.0,0.0,11606,nsp6TM
154,WHCoV_35earlyB_sz44_nsp7_11921_12001,0.0,1.0,0.0,11921,nsp7
155,WHCoV_35earlyB_sz44_nsp7_11936_12067,0.0,1.0,0.0,11936,nsp7
156,WHCoV_35earlyB_sz44_nsp8Rep_12134_12265,0.0,1.0,0.0,12134,nsp8Rep
157,WHCoV_35earlyB_sz44_nsp8Rep_12200_12331,0.0,1.0,0.0,12200,nsp8Rep
158,WHCoV_35earlyB_sz44_nsp8Rep_12266_12397,0.0,1.0,0.0,12266,nsp8Rep
159,WHCoV_35earlyB_sz44_nsp8Rep_12332_12463,0.0,1.0,0.0,12332,nsp8Rep
160,WHCoV_35earlyB_sz44_nsp8Rep_12398_12529,0.0,1.0,0.0,12398,nsp8Rep
161,WHCoV_35earlyB_sz44_nsp8Rep_12464_12595,0.0,1.0,0.0,12464,nsp8Rep
162,WHCoV_35earlyB_sz44_nsp8Rep_12530_12661,0.0,1.0,0.0,12530,nsp8Rep
163,WHCoV_35earlyB_sz44_nsp9RNAbp_12728_12859,1.9285793992832595e-05,0.999121512404245,0.0008784875957550398,12728,nsp9RNAbp
164,WHCoV_35earlyB_sz44_nsp9RNAbp_12794_12925,0.0,1.0,0.0,12794,nsp9RNAbp
165,WHCoV_35earlyB_sz44_nsp9RNAbp_12860_12991,0.0,1.0,0.0,12860,nsp9RNAbp
166,WHCoV_35earlyB_sz44_nsp10CysHis_13058_13189,0.0,1.0,0.0,13058,nsp10CysHis
167,WHCoV_35earlyB_sz44_nsp10CysHis_13124_13255,0.0,1.0,0.0,13124,nsp10CysHis
168,WHCoV_35earlyB_sz44_nsp10CysHis_13190_13321,0.0,1.0,0.0,13190,nsp10CysHis
169,WHCoV_35earlyB_sz44_nsp10CysHis_13256_13387,0.0,1.0,0.0,13256,nsp10CysHis
170,WHCoV_35earlyB_sz44_RDRP_13516_13647,0.0,1.0,0.0,13516,RDRP
171,WHCoV_35earlyB_sz44_RDRP_13582_13713,0.0,1.0,0.0,13582,RDRP
172,WHCoV_35earlyB_sz44_RDRP_13648_13779,0.0,1.0,0.0,13648,RDRP
173,WHCoV_35earlyB_sz44_RDRP_13714_13845,0.0,1.0,0.0,13714,RDRP
174,WHCoV_35earlyB_sz44_RDRP_13780_13911,0.0,1.0,0.0,13780,RDRP
175,WHCoV_35earlyB_sz44_RDRP_13846_13977,0.0,1.0,0.0,13846,RDRP
176,WHCoV_35earlyB_sz44_RDRP_13912_14043,1.3741667040951928e-05,0.9994809196095176,0.0005190803904824293,13912,RDRP
177,WHCoV_35earlyB_sz44_RDRP_13978_14109,1.705018295097041e-05,0.9994217982075744,0.0005782017924256255,13978,RDRP
178,WHCoV_35earlyB_sz44_RDRP_14044_14175,4.999686642726541e-05,0.9990098834845028,0.0009901165154971858,14044,RDRP
179,WHCoV_35earlyB_sz44_RDRP_14110_14241,4.788118324739813e-05,0.9990310589644664,0.000968941035533577,14110,RDRP
180,WHCoV_35earlyB_sz44_RDRP_14176_14307,0.0,1.0,0.0,14176,RDRP
181,WHCoV_35earlyB_sz44_RDRP_14242_14373,0.0,1.0,0.0,14242,RDRP
182,WHCoV_35earlyB_sz44_RDRP_14308_14439,3.5324762585096594e-05,0.958387429674756,0.041612570325244014,14308,RDRP
183,WHCoV_35earlyB_sz44_RDRP_14374_14505,4.3299868423823785e-05,0.9539289399970525,0.04607106000294747,14374,RDRP
184,WHCoV_35earlyB_sz44_RDRP_14440_14571,0.0,1.0,0.0,14440,RDRP
185,WHCoV_35earlyB_sz44_RDRP_14506_14637,0.0,1.0,0.0,14506,RDRP
186,WHCoV_35earlyB_sz44_RDRP_14572_14703,0.0,1.0,0.0,14572,RDRP
187,WHCoV_35earlyB_sz44_RDRP_14638_14769,0.0,1.0,0.0,14638,RDRP
188,WHCoV_35earlyB_sz44_RDRP_14704_14835,0.0,1.0,0.0,14704,RDRP
189,WHCoV_35earlyB_sz44_RDRP_14770_14901,0.0,1.0,0.0,14770,RDRP
190,WHCoV_35earlyB_sz44_RDRP_14836_14967,0.0,1.0,0.0,14836,RDRP
191,WHCoV_35earlyB_sz44_RDRP_14902_15033,0.0,1.0,0.0,14902,RDRP
192,WHCoV_35earlyB_sz44_RDRP_14968_15099,0.0,1.0,0.0,14968,RDRP
193,WHCoV_35earlyB_sz44_RDRP_15034_15165,0.0,1.0,0.0,15034,RDRP
194,WHCoV_35earlyB_sz44_RDRP_15100_15231,0.0,1.0,0.0,15100,RDRP
195,WHCoV_35earlyB_sz44_RDRP_15166_15297,0.0,1.0,0.0,15166,RDRP
196,WHCoV_35earlyB_sz44_RDRP_15232_15363,0.0,1.0,0.0,15232,RDRP
197,WHCoV_35earlyB_sz44_RDRP_15298_15429,0.0,1.0,0.0,15298,RDRP
198,WHCoV_35earlyB_sz44_RDRP_15364_15495,0.0,1.0,0.0,15364,RDRP
199,WHCoV_35earlyB_sz44_RDRP_15430_15561,0.0,1.0,0.0,15430,RDRP
200,WHCoV_35earlyB_sz44_RDRP_15496_15627,0.0,1.0,0.0,15496,RDRP
201,WHCoV_35earlyB_sz44_RDRP_15562_15693,0.0,1.0,0.0,15562,RDRP
202,WHCoV_35earlyB_sz44_RDRP_15628_15759,0.0,1.0,0.0,15628,RDRP
203,WHCoV_35earlyB_sz44_RDRP_15694_15825,0.0,1.0,0.0,15694,RDRP
204,WHCoV_35earlyB_sz44_RDRP_15760_15891,0.0,1.0,0.0,15760,RDRP
205,WHCoV_35earlyB_sz44_RDRP_15826_15957,0.0,1.0,0.0,15826,RDRP
206,WHCoV_35earlyB_sz44_RDRP_15892_16023,0.0,1.0,0.0,15892,RDRP
207,WHCoV_35earlyB_sz44_RDRP_15958_16089,0.0,1.0,0.0,15958,RDRP
208,WHCoV_35earlyB_sz44_RDRP_16024_16155,0.0,1.0,0.0,16024,RDRP
209,WHCoV_35earlyB_sz44_RDRP_16090_16221,0.0,1.0,0.0,16090,RDRP
210,WHCoV_35earlyB_sz44_nsp13hel_16288_16419,0.0,1.0,0.0,16288,nsp13hel
211,WHCoV_35earlyB_sz44_nsp13hel_16354_16485,0.0,1.0,0.0,16354,nsp13hel
212,WHCoV_35earlyB_sz44_nsp13hel_16420_16551,0.0,1.0,0.0,16420,nsp13hel
213,WHCoV_35earlyB_sz44_nsp13hel_16486_16617,0.0,1.0,0.0,16486,nsp13hel
214,WHCoV_35earlyB_sz44_nsp13hel_16552_16683,0.0,1.0,0.0,16552,nsp13hel
215,WHCoV_35earlyB_sz44_nsp13hel_16618_16749,0.0,1.0,0.0,16618,nsp13hel
216,WHCoV_35earlyB_sz44_nsp13hel_16684_16815,0.0,1.0,0.0,16684,nsp13hel
217,WHCoV_35earlyB_sz44_nsp13hel_16750_16881,0.0,1.0,0.0,16750,nsp13hel
218,WHCoV_35earlyB_sz44_nsp13hel_16816_16947,1.1828677300406121e-05,0.9995184038527692,0.00048159614723075617,16816,nsp13hel
219,WHCoV_35earlyB_sz44_nsp13hel_16882_17013,4.391076505984202e-06,0.9997065727699531,0.0002934272300468832,16882,nsp13hel
220,WHCoV_35earlyB_sz44_nsp13hel_16948_17079,0.0,1.0,0.0,16948,nsp13hel
221,WHCoV_35earlyB_sz44_nsp13hel_17014_17145,0.0,1.0,0.0,17014,nsp13hel
222,WHCoV_35earlyB_sz44_nsp13hel_17080_17211,0.0,1.0,0.0,17080,nsp13hel
223,WHCoV_35earlyB_sz44_nsp13hel_17146_17277,1.2409536418499191e-05,0.9753360463682336,0.024663953631766433,17146,nsp13hel
224,WHCoV_35earlyB_sz44_nsp13hel_17212_17343,9.107388496421183e-06,0.9788708586883034,0.02112914131169663,17212,nsp13hel
225,WHCoV_35earlyB_sz44_nsp13hel_17278_17409,0.0,1.0,0.0,17278,nsp13hel
226,WHCoV_35earlyB_sz44_nsp13hel_17344_17475,0.0,1.0,0.0,17344,nsp13hel
227,WHCoV_35earlyB_sz44_nsp13hel_17410_17541,0.0,1.0,0.0,17410,nsp13hel
228,WHCoV_35earlyB_sz44_nsp13hel_17476_17607,0.0,1.0,0.0,17476,nsp13hel
229,WHCoV_35earlyB_sz44_nsp13hel_17542_17673,0.0,1.0,0.0,17542,nsp13hel
230,WHCoV_35earlyB_sz44_nsp13hel_17608_17739,0.0,1.0,0.0,17608,nsp13hel
231,WHCoV_35earlyB_sz44_nsp13hel_17674_17805,0.0,1.0,0.0,17674,nsp13hel
232,WHCoV_35earlyB_sz44_nsp13hel_17740_17871,0.0,1.0,0.0,17740,nsp13hel
233,WHCoV_35earlyB_sz44_nsp13hel_17806_17937,0.0,1.0,0.0,17806,nsp13hel
234,WHCoV_35earlyB_sz44_nsp13hel_17872_18003,0.0,1.0,0.0,17872,nsp13hel
235,WHCoV_35earlyB_sz44_nsp14ExoN_18070_18201,0.0,1.0,0.0,18070,nsp14ExoN
236,WHCoV_35earlyB_sz44_nsp14ExoN_18136_18267,0.0,1.0,0.0,18136,nsp14ExoN
237,WHCoV_35earlyB_sz44_nsp14ExoN_18202_18333,0.0,1.0,0.0,18202,nsp14ExoN
238,WHCoV_35earlyB_sz44_nsp14ExoN_18268_18399,0.0,1.0,0.0,18268,nsp14ExoN
239,WHCoV_35earlyB_sz44_nsp14ExoN_18334_18465,0.0,1.0,0.0,18334,nsp14ExoN
240,WHCoV_35earlyB_sz44_nsp14ExoN_18400_18531,0.0,1.0,0.0,18400,nsp14ExoN
241,WHCoV_35earlyB_sz44_nsp14ExoN_18466_18597,0.0,1.0,0.0,18466,nsp14ExoN
242,WHCoV_35earlyB_sz44_nsp14ExoN_18532_18663,0.0,1.0,0.0,18532,nsp14ExoN
243,WHCoV_35earlyB_sz44_nsp14ExoN_18598_18729,0.0,1.0,0.0,18598,nsp14ExoN
244,WHCoV_35earlyB_sz44_nsp14ExoN_18664_18795,0.0,1.0,0.0,18664,nsp14ExoN
245,WHCoV_35earlyB_sz44_nsp14ExoN_18730_18861,0.0,1.0,0.0,18730,nsp14ExoN
246,WHCoV_35earlyB_sz44_nsp14ExoN_18796_18927,0.0,1.0,0.0,18796,nsp14ExoN
247,WHCoV_35earlyB_sz44_nsp14ExoN_18862_18993,0.0,1.0,0.0,18862,nsp14ExoN
248,WHCoV_35earlyB_sz44_nsp14ExoN_18928_19059,0.0,1.0,0.0,18928,nsp14ExoN
249,WHCoV_35earlyB_sz44_nsp14ExoN_18994_19125,0.0,1.0,0.0,18994,nsp14ExoN
250,WHCoV_35earlyB_sz44_nsp14ExoN_19060_19191,0.0,1.0,0.0,19060,nsp14ExoN
251,WHCoV_35earlyB_sz44_nsp14ExoN_19126_19257,0.0,1.0,0.0,19126,nsp14ExoN
252,WHCoV_35earlyB_sz44_nsp14ExoN_19192_19323,0.0,1.0,0.0,19192,nsp14ExoN
253,WHCoV_35earlyB_sz44_nsp14ExoN_19258_19389,5.977775957385107e-05,0.9984533690776926,0.001546630922307446,19258,nsp14ExoN
254,WHCoV_35earlyB_sz44_nsp14ExoN_19324_19455,5.956874658847369e-05,0.9984560753435233,0.0015439246564766806,19324,nsp14ExoN
255,WHCoV_35earlyB_sz44_nsp14ExoN_19390_19521,0.0,1.0,0.0,19390,nsp14ExoN
256,WHCoV_35earlyB_sz44_nsp14ExoN_19456_19587,0.0,1.0,0.0,19456,nsp14ExoN
257,WHCoV_35earlyB_sz44_nsp15endo_19654_19785,0.0,1.0,0.0,19654,nsp15endo
258,WHCoV_35earlyB_sz44_nsp15endo_19720_19851,0.0,1.0,0.0,19720,nsp15endo
259,WHCoV_35earlyB_sz44_nsp15endo_19786_19917,0.0,1.0,0.0,19786,nsp15endo
260,WHCoV_35earlyB_sz44_nsp15endo_19918_20049,0.0,1.0,0.0,19918,nsp15endo
261,WHCoV_35earlyB_sz44_nsp15endo_19984_20115,0.0,1.0,0.0,19984,nsp15endo
