,Domain,Variance,Mean,One_minus_Mean,Position,Gene
75,WHCoV_35earlyB_sz44_nsp3_5534_5665,2.0395647818498234e-05,0.9996484178804621,0.00035158211953789653,5534,nsp3
76,WHCoV_35earlyB_sz44_nsp3_5600_5731,1.0413132913065787e-05,0.9997487831684723,0.0002512168315277341,5600,nsp3
77,WHCoV_35earlyB_sz44_nsp3_5666_5797,0.0,1.0,0.0,5666,nsp3
78,WHCoV_35earlyB_sz44_nsp3_5732_5863,3.930071001251482e-05,0.9991494824681055,0.000850517531894468,5732,nsp3
79,WHCoV_35earlyB_sz44_nsp3_5798_5929,3.8391890011955376e-05,0.9989359659947895,0.0010640340052104902,5798,nsp3
80,WHCoV_35earlyB_sz44_nsp3_5864_5995,1.4482245082066518e-05,0.9995797389957974,0.0004202610042025601,5864,nsp3
81,WHCoV_35earlyB_sz44_nsp3_5930_6061,0.0,1.0,0.0,5930,nsp3
82,WHCoV_35earlyB_sz44_nsp3_5996_6127,0.0,1.0,0.0,5996,nsp3
83,WHCoV_35earlyB_sz44_nsp3_6062_6193,0.0,1.0,0.0,6062,nsp3
84,WHCoV_35earlyB_sz44_nsp3_6128_6259,4.696338509073173e-09,0.9991250533504034,0.0008749466495966418,6128,nsp3
85,WHCoV_35earlyB_sz44_nsp3_6194_6325,0.0,1.0,0.0,6194,nsp3
86,WHCoV_35earlyB_sz44_nsp3_6260_6391,7.215212111237971e-06,0.9997033627413374,0.00029663725866257984,6260,nsp3
87,WHCoV_35earlyB_sz44_nsp3_6326_6457,2.3683010847098752e-05,0.9994999320559859,0.0005000679440141376,6326,nsp3
88,WHCoV_35earlyB_sz44_nsp3_6392_6523,6.977346477986471e-06,0.9997943620940793,0.00020563790592065256,6392,nsp3
89,WHCoV_35earlyB_sz44_nsp3_6458_6589,0.0,1.0,0.0,6458,nsp3
90,WHCoV_35earlyB_sz44_nsp3_6524_6655,1.994641242547385e-05,0.9992992253154854,0.0007007746845145713,6524,nsp3
91,WHCoV_35earlyB_sz44_nsp3_6590_6721,2.4317812595437374e-05,0.9991326502954411,0.0008673497045589285,6590,nsp3
92,WHCoV_35earlyB_sz44_nsp3_6656_6787,5.971760883381834e-06,0.9998097567604294,0.00019024323957061995,6656,nsp3
93,WHCoV_35earlyB_sz44_nsp3_6722_6853,1.2016030135202246e-05,0.9997301399898801,0.00026986001011986005,6722,nsp3
94,WHCoV_35earlyB_sz44_nsp3_7052_7183,7.629644582464938e-06,0.9997849644908468,0.00021503550915324965,7052,nsp3
95,WHCoV_35earlyB_sz44_nsp3_7118_7249,0.0,1.0,0.0,7118,nsp3
96,WHCoV_35earlyB_sz44_nsp3_7184_7315,0.0,1.0,0.0,7184,nsp3
97,WHCoV_35earlyB_sz44_nsp3_7250_7381,0.0,1.0,0.0,7250,nsp3
98,WHCoV_35earlyB_sz44_nsp3_7316_7447,0.0,1.0,0.0,7316,nsp3
99,WHCoV_35earlyB_sz44_nsp3_7382_7513,7.031278441053236e-06,0.9997935688765383,0.00020643112346174775,7382,nsp3
100,WHCoV_35earlyB_sz44_nsp3_7448_7579,4.769961650451391e-06,0.9998299739476211,0.00017002605237892432,7448,nsp3
101,WHCoV_35earlyB_sz44_nsp3_7514_7645,0.0,1.0,0.0,7514,nsp3
102,WHCoV_35earlyB_sz44_nsp3_7580_7711,0.0,1.0,0.0,7580,nsp3
103,WHCoV_35earlyB_sz44_nsp3_7646_7777,5.753014673615785e-06,0.9998132735808791,0.00018672641912087506,7646,nsp3
104,WHCoV_35earlyB_sz44_nsp3_7712_7843,5.279209923307183e-06,0.999821127946128,0.00017887205387201455,7712,nsp3
105,WHCoV_35earlyB_sz44_nsp3_7778_7909,7.0190128028453885e-06,0.9997937490084086,0.000206250991591439,7778,nsp3
106,WHCoV_35earlyB_sz44_nsp3_7910_8041,6.107448147115834e-05,0.9982406482406484,0.0017593517593516017,7910,nsp3
107,WHCoV_35earlyB_sz44_nsp3_7976_8107,2.9908916440107272e-05,0.9988450750701205,0.0011549249298794528,7976,nsp3
108,WHCoV_35earlyB_sz44_nsp3_8042_8173,1.8441476018248333e-05,0.9995285564170288,0.00047144358297124267,8042,nsp3
109,WHCoV_35earlyB_sz44_nsp3_8108_8239,9.501525023029232e-06,0.999760031251744,0.00023996874825604753,8108,nsp3
110,WHCoV_35earlyB_sz44_nsp3_8174_8305,8.085654843891568e-06,0.9996859789605904,0.00031402103940958437,8174,nsp3
111,WHCoV_35earlyB_sz44_nsp3_8240_8371,7.118769257454706e-06,0.9997053519266429,0.00029464807335710663,8240,nsp3
112,WHCoV_35earlyB_sz44_nsp3_8372_8503,6.373063050286175e-06,0.999803468515125,0.0001965314848749733,8372,nsp3
113,WHCoV_35earlyB_sz44_nsp4_8570_8701,2.9897052308545508e-05,0.9992637160361549,0.0007362839638450636,8570,nsp4
114,WHCoV_35earlyB_sz44_nsp4_8636_8767,1.9718383266547243e-05,0.9994018790525342,0.0005981209474658078,8636,nsp4
115,WHCoV_35earlyB_sz44_nsp4_8702_8833,2.1487109252808724e-05,0.9994076894600457,0.0005923105399543438,8702,nsp4
116,WHCoV_35earlyB_sz44_nsp4_8768_8899,1.953837595378547e-05,0.9995236204843192,0.0004763795156808026,8768,nsp4
117,WHCoV_35earlyB_sz44_nsp4_8834_8965,3.863034845236598e-06,0.9989516789516811,0.0010483210483188676,8834,nsp4
118,WHCoV_35earlyB_sz44_nsp4_8900_9031,1.3221522341505408e-05,0.9996076248044753,0.0003923751955247079,8900,nsp4
119,WHCoV_35earlyB_sz44_nsp4_9032_9163,0.0,1.0,0.0,9032,nsp4
120,WHCoV_35earlyB_sz44_nsp4_9098_9229,5.488993481472981e-06,0.9998176085880299,0.00018239141197007314,9098,nsp4
121,WHCoV_35earlyB_sz44_nsp4_9164_9295,7.019865854750936e-07,0.9999347737464329,6.522625356708556e-05,9164,nsp4
122,WHCoV_35earlyB_sz44_nsp4_9230_9361,3.605357561336157e-06,0.9998521803399851,0.00014781966001486957,9230,nsp4
123,WHCoV_35earlyB_sz44_nsp4_9296_9427,5.484419677765408e-06,0.9998176845943483,0.00018231540565172288,9296,nsp4
124,WHCoV_35earlyB_sz44_nsp4_9362_9493,0.0,1.0,0.0,9362,nsp4
125,WHCoV_35earlyB_sz44_nsp4_9428_9559,0.0,1.0,0.0,9428,nsp4
126,WHCoV_35earlyB_sz44_nsp4_9560_9691,1.4039496809874892e-05,0.9994916546640685,0.0005083453359314705,9560,nsp4
127,WHCoV_35earlyB_sz44_nsp4_9626_9757,0.0,1.0,0.0,9626,nsp4
128,WHCoV_35earlyB_sz44_nsp4_9692_9823,0.0,1.0,0.0,9692,nsp4
129,WHCoV_35earlyB_sz44_nsp4_9758_9889,7.348678107606706e-06,0.999788961038961,0.00021103896103902287,9758,nsp4
130,WHCoV_35earlyB_sz44_nsp4_9824_9955,8.45043545631793e-06,0.9997736932163162,0.0002263067836838495,9824,nsp4
131,WHCoV_35earlyB_sz44_nsp4_9890_10021,0.0,1.0,0.0,9890,nsp4
132,WHCoV_35earlyB_sz44_nsp53Cpro_10088_10219,4.032729904755674e-06,0.9998436645040256,0.00015633549597438012,10088,nsp53Cpro
133,WHCoV_35earlyB_sz44_nsp53Cpro_10154_10285,0.0,1.0,0.0,10154,nsp53Cpro
134,WHCoV_35earlyB_sz44_nsp53Cpro_10220_10351,6.6073452878699595e-06,0.9996512641673932,0.00034873583260675023,10220,nsp53Cpro
135,WHCoV_35earlyB_sz44_nsp53Cpro_10286_10417,5.669073835308899e-06,0.9996769727734194,0.0003230272265806189,10286,nsp53Cpro
136,WHCoV_35earlyB_sz44_nsp53Cpro_10352_10483,0.0,1.0,0.0,10352,nsp53Cpro
137,WHCoV_35earlyB_sz44_nsp53Cpro_10418_10549,0.0,1.0,0.0,10418,nsp53Cpro
138,WHCoV_35earlyB_sz44_nsp53Cpro_10484_10615,0.0,1.0,0.0,10484,nsp53Cpro
139,WHCoV_35earlyB_sz44_nsp53Cpro_10550_10681,6.907898145344524e-07,0.9999352960207053,6.470397929470018e-05,10550,nsp53Cpro
140,WHCoV_35earlyB_sz44_nsp53Cpro_10616_10747,1.2113448746504536e-06,0.9999143175391997,8.568246080031816e-05,10616,nsp53Cpro
141,WHCoV_35earlyB_sz44_nsp53Cpro_10682_10813,0.0,1.0,0.0,10682,nsp53Cpro
142,WHCoV_35earlyB_sz44_nsp53Cpro_10748_10879,4.679845673664518e-09,0.9991265910422308,0.0008734089577692172,10748,nsp53Cpro
143,WHCoV_35earlyB_sz44_nsp53Cpro_10814_10945,0.0,1.0,0.0,10814,nsp53Cpro
144,WHCoV_35earlyB_sz44_nsp6TM_11063_11143,0.0,1.0,0.0,11063,nsp6TM
145,WHCoV_35earlyB_sz44_nsp6TM_11078_11209,0.0,1.0,0.0,11078,nsp6TM
146,WHCoV_35earlyB_sz44_nsp6TM_11144_11275,1.1810336134660539e-05,0.9561233961233956,0.043876603876604414,11144,nsp6TM
147,WHCoV_35earlyB_sz44_nsp6TM_11210_11341,1.0333830587884665e-05,0.9589576192807798,0.04104238071922017,11210,nsp6TM
148,WHCoV_35earlyB_sz44_nsp6TM_11276_11407,0.0,1.0,0.0,11276,nsp6TM
149,WHCoV_35earlyB_sz44_nsp6TM_11342_11473,0.0,1.0,0.0,11342,nsp6TM
150,WHCoV_35earlyB_sz44_nsp6TM_11408_11539,0.00024449006131473626,0.9793137991485079,0.020686200851492087,11408,nsp6TM
151,WHCoV_35earlyB_sz44_nsp6TM_11474_11605,0.0002369036620234023,0.9797570171763733,0.020242982823626687,11474,nsp6TM
152,WHCoV_35earlyB_sz44_nsp6TM_11540_11671,0.0,1.0,0.0,11540,nsp6TM
153,WHCoV_35earlyB_sz44_nsp6TM_11606_11737,0.0,1.0,0.0,11606,nsp6TM
154,WHCoV_35earlyB_sz44_nsp7_11921_12001,0.0,1.0,0.0,11921,nsp7
155,WHCoV_35earlyB_sz44_nsp7_11936_12067,0.0,1.0,0.0,11936,nsp7
156,WHCoV_35earlyB_sz44_nsp8Rep_12134_12265,0.0,1.0,0.0,12134,nsp8Rep
157,WHCoV_35earlyB_sz44_nsp8Rep_12200_12331,8.86283510794988e-06,0.9997682368619272,0.0002317631380728269,12200,nsp8Rep
158,WHCoV_35earlyB_sz44_nsp8Rep_12266_12397,1.3886182957107328e-05,0.9995974714403153,0.0004025285596847006,12266,nsp8Rep
159,WHCoV_35earlyB_sz44_nsp8Rep_12332_12463,6.7583391685100146e-06,0.9997976151405754,0.00020238485942458695,12332,nsp8Rep
160,WHCoV_35earlyB_sz44_nsp8Rep_12398_12529,0.0,1.0,0.0,12398,nsp8Rep
161,WHCoV_35earlyB_sz44_nsp8Rep_12464_12595,0.0,1.0,0.0,12464,nsp8Rep
162,WHCoV_35earlyB_sz44_nsp8Rep_12530_12661,0.0,1.0,0.0,12530,nsp8Rep
163,WHCoV_35earlyB_sz44_nsp9RNAbp_12728_12859,1.604650668831213e-05,0.9992940154230477,0.0007059845769522566,12728,nsp9RNAbp
164,WHCoV_35earlyB_sz44_nsp9RNAbp_12794_12925,1.3304066790575385e-05,0.9995051480565089,0.0004948519434910814,12794,nsp9RNAbp
165,WHCoV_35earlyB_sz44_nsp9RNAbp_12860_12991,3.6913763757025306e-05,0.9991757153047476,0.0008242846952524197,12860,nsp9RNAbp
166,WHCoV_35earlyB_sz44_nsp10CysHis_13058_13189,7.819886544705724e-06,0.999691923618304,0.0003080763816960541,13058,nsp10CysHis
167,WHCoV_35earlyB_sz44_nsp10CysHis_13124_13255,6.107883459597529e-06,0.9997283911167918,0.00027160888320820753,13124,nsp10CysHis
168,WHCoV_35earlyB_sz44_nsp10CysHis_13190_13321,2.6173681810151536e-06,0.9998740522431295,0.00012594775687047033,13190,nsp10CysHis
169,WHCoV_35earlyB_sz44_nsp10CysHis_13256_13387,0.0,1.0,0.0,13256,nsp10CysHis
170,WHCoV_35earlyB_sz44_RDRP_13516_13647,3.4478687914240916e-06,0.9998554449084485,0.0001445550915515348,13516,RDRP
171,WHCoV_35earlyB_sz44_RDRP_13582_13713,0.0,1.0,0.0,13582,RDRP
172,WHCoV_35earlyB_sz44_RDRP_13648_13779,1.0404048631406255e-05,0.9996437930946748,0.00035620690532522925,13648,RDRP
173,WHCoV_35earlyB_sz44_RDRP_13714_13845,8.515616496744282e-06,0.9996777379281666,0.0003222620718333902,13714,RDRP
174,WHCoV_35earlyB_sz44_RDRP_13780_13911,0.00010098665786909535,0.9975935828877005,0.002406417112299497,13780,RDRP
175,WHCoV_35earlyB_sz44_RDRP_13846_13977,9.428552187484707e-05,0.9976747941223962,0.0023252058776037643,13846,RDRP
176,WHCoV_35earlyB_sz44_RDRP_13912_14043,5.8421084658648495e-06,0.9994927930026137,0.000507206997386267,13912,RDRP
177,WHCoV_35earlyB_sz44_RDRP_13978_14109,1.1098797355716292e-05,0.9993009014691583,0.000699098530841713,13978,RDRP
178,WHCoV_35earlyB_sz44_RDRP_14044_14175,2.2441435910726326e-05,0.9994862966909857,0.0005137033090143461,14044,RDRP
179,WHCoV_35earlyB_sz44_RDRP_14110_14241,1.9104391188645027e-05,0.9995371504805467,0.0004628495194533011,14110,RDRP
180,WHCoV_35earlyB_sz44_RDRP_14176_14307,1.6320676908602334e-05,0.999455667789001,0.0005443322109990323,14176,RDRP
181,WHCoV_35earlyB_sz44_RDRP_14242_14373,1.6712006702014674e-05,0.9993592310772927,0.0006407689227072577,14242,RDRP
182,WHCoV_35earlyB_sz44_RDRP_14308_14439,5.0487435223441e-06,0.9998250758861965,0.00017492411380348738,14308,RDRP
183,WHCoV_35earlyB_sz44_RDRP_14374_14505,0.0,1.0,0.0,14374,RDRP
184,WHCoV_35earlyB_sz44_RDRP_14440_14571,0.0,1.0,0.0,14440,RDRP
185,WHCoV_35earlyB_sz44_RDRP_14506_14637,0.0,1.0,0.0,14506,RDRP
186,WHCoV_35earlyB_sz44_RDRP_14572_14703,7.650188769886984e-06,0.9997846751746232,0.00021532482537678366,14572,RDRP
187,WHCoV_35earlyB_sz44_RDRP_14638_14769,1.8628363142032085e-05,0.9995299252916982,0.0004700747083018486,14638,RDRP
188,WHCoV_35earlyB_sz44_RDRP_14704_14835,4.580470092214172e-06,0.9998333854003957,0.00016661459960432,14704,RDRP
189,WHCoV_35earlyB_sz44_RDRP_14770_14901,5.159631977522723e-06,0.9998231653404067,0.00017683465959328348,14770,RDRP
190,WHCoV_35earlyB_sz44_RDRP_14836_14967,6.982407844094801e-06,0.9997942875227471,0.0002057124772528729,14836,RDRP
191,WHCoV_35earlyB_sz44_RDRP_14902_15033,0.0,1.0,0.0,14902,RDRP
192,WHCoV_35earlyB_sz44_RDRP_14968_15099,0.0,1.0,0.0,14968,RDRP
193,WHCoV_35earlyB_sz44_RDRP_15034_15165,0.0,1.0,0.0,15034,RDRP
194,WHCoV_35earlyB_sz44_RDRP_15100_15231,0.0,1.0,0.0,15100,RDRP
195,WHCoV_35earlyB_sz44_RDRP_15166_15297,0.0,1.0,0.0,15166,RDRP
196,WHCoV_35earlyB_sz44_RDRP_15232_15363,0.0,1.0,0.0,15232,RDRP
197,WHCoV_35earlyB_sz44_RDRP_15298_15429,0.0,1.0,0.0,15298,RDRP
198,WHCoV_35earlyB_sz44_RDRP_15364_15495,0.0,1.0,0.0,15364,RDRP
199,WHCoV_35earlyB_sz44_RDRP_15430_15561,0.0,1.0,0.0,15430,RDRP
200,WHCoV_35earlyB_sz44_RDRP_15496_15627,0.0,1.0,0.0,15496,RDRP
201,WHCoV_35earlyB_sz44_RDRP_15562_15693,1.4884533327637807e-05,0.9996996513810672,0.00030034861893279974,15562,RDRP
202,WHCoV_35earlyB_sz44_RDRP_15628_15759,1.3363120811135819e-05,0.9997154150197628,0.00028458498023720136,15628,RDRP
203,WHCoV_35earlyB_sz44_RDRP_15694_15825,0.0,1.0,0.0,15694,RDRP
204,WHCoV_35earlyB_sz44_RDRP_15760_15891,0.0,1.0,0.0,15760,RDRP
205,WHCoV_35earlyB_sz44_RDRP_15826_15957,2.4121665156235744e-06,0.9998790901534044,0.00012090984659562931,15826,RDRP
206,WHCoV_35earlyB_sz44_RDRP_15892_16023,2.874168974279445e-06,0.9998680181607011,0.00013198183929885587,15892,RDRP
207,WHCoV_35earlyB_sz44_RDRP_15958_16089,0.0,1.0,0.0,15958,RDRP
208,WHCoV_35earlyB_sz44_RDRP_16024_16155,0.0,1.0,0.0,16024,RDRP
209,WHCoV_35earlyB_sz44_RDRP_16090_16221,2.12826265082853e-06,0.9998864281658149,0.00011357183418514438,16090,RDRP
210,WHCoV_35earlyB_sz44_nsp13hel_16288_16419,0.0,1.0,0.0,16288,nsp13hel
211,WHCoV_35earlyB_sz44_nsp13hel_16354_16485,8.872085696282321e-06,0.999768115942029,0.0002318840579710324,16354,nsp13hel
212,WHCoV_35earlyB_sz44_nsp13hel_16420_16551,6.360440946818564e-06,0.9998036632307732,0.00019633676922681254,16420,nsp13hel
213,WHCoV_35earlyB_sz44_nsp13hel_16486_16617,0.0,1.0,0.0,16486,nsp13hel
214,WHCoV_35earlyB_sz44_nsp13hel_16552_16683,0.0,1.0,0.0,16552,nsp13hel
215,WHCoV_35earlyB_sz44_nsp13hel_16618_16749,0.0,1.0,0.0,16618,nsp13hel
216,WHCoV_35earlyB_sz44_nsp13hel_16684_16815,0.0,1.0,0.0,16684,nsp13hel
217,WHCoV_35earlyB_sz44_nsp13hel_16750_16881,2.9928918817807758e-06,0.9998653198653199,0.00013468013468009854,16750,nsp13hel
218,WHCoV_35earlyB_sz44_nsp13hel_16816_16947,4.197095609837986e-06,0.9998405103668262,0.00015948963317380382,16816,nsp13hel
219,WHCoV_35earlyB_sz44_nsp13hel_16882_17013,0.0,1.0,0.0,16882,nsp13hel
220,WHCoV_35earlyB_sz44_nsp13hel_16948_17079,5.423509697014007e-06,0.9998186998186999,0.00018130018130013692,16948,nsp13hel
221,WHCoV_35earlyB_sz44_nsp13hel_17014_17145,4.888005427167191e-06,0.999827882960413,0.000172117039586972,17014,nsp13hel
222,WHCoV_35earlyB_sz44_nsp13hel_17080_17211,0.0,1.0,0.0,17080,nsp13hel
223,WHCoV_35earlyB_sz44_nsp13hel_17146_17277,0.0,1.0,0.0,17146,nsp13hel
224,WHCoV_35earlyB_sz44_nsp13hel_17212_17343,0.0,1.0,0.0,17212,nsp13hel
225,WHCoV_35earlyB_sz44_nsp13hel_17278_17409,0.0,1.0,0.0,17278,nsp13hel
226,WHCoV_35earlyB_sz44_nsp13hel_17344_17475,0.0,1.0,0.0,17344,nsp13hel
227,WHCoV_35earlyB_sz44_nsp13hel_17410_17541,0.0,1.0,0.0,17410,nsp13hel
228,WHCoV_35earlyB_sz44_nsp13hel_17476_17607,0.0,1.0,0.0,17476,nsp13hel
229,WHCoV_35earlyB_sz44_nsp13hel_17542_17673,0.0,1.0,0.0,17542,nsp13hel
